id,area,length
332,5447,129.0803
333,5559,130.0598902
334,6717,143.9124976
335,4745,119.8611577
336,5086,124.6260959
337,5427,128.0663147
338,5601,130.4379451
339,5230,125.6229894
340,6601,141.7730175
341,5369,127.2987968
342,6659,142.34725
343,4761,120.7373788
344,4808,121.0657867
345,3992,109.7155482
346,5068,124.2348815
347,4393,115.2274784
348,4737,120.1209915
349,5229,125.5654589
350,5047,124.084748
351,5204,125.5864509
352,4262,113.529303
353,5172,125.3959043
354,5910,134.2316812
355,6829,144.9073336
356,4425,115.5183228
357,4634,118.805766
358,4394,116.2937463
359,5497,129.7610596
360,5230,127.0159877
361,6349,139.9708612
362,5655,130.9221608
363,7074,147.138743
364,4726,120.0437924
365,5973,135.2677147
366,7022,147.4293134
367,7112,147.8905453
368,5793,133.5949267
369,6472,140.4275867
370,6785,144.3587743
371,4433,116.1939725
372,5673,132.4816506
373,5463,129.1862369
374,6264,139.180131
375,6067,136.6145396
376,5709,132.6956228
377,6230,138.2095558
378,4815,122.0421307
379,5771,134.2851441
380,6003,135.9417416
381,6290,139.0147323
382,3865,109.2221888
383,3400,103.2901421
384,6890,146.177056
385,4889,122.8211457
386,5790,133.4634273
387,5807,133.881794
388,5331,128.6889548
389,5465,130.2739254
390,4728,121.3226446
391,6125,137.4244119
392,6083,137.9956035
393,6121,137.8932058
394,4548,118.9054023
395,5040,125.2643871
396,4454,117.9279205
397,5301,128.0022172
398,4311,116.0601546
399,5457,130.4457155
400,3136,99.32051276
401,5720,132.7560217
402,6987,146.6962997
403,5324,129.037623
404,4879,124.0033857
405,5533,130.83002
406,5097,126.2778934
407,3753,107.8974401
408,3675,107.6060473
409,5007,124.7248074
410,5658,133.0157281
411,5454,130.6999931
412,5259,127.6522495
413,6212,140.3828578
414,4280,115.3967443
415,4705,120.9747517
416,5813,134.4930235
417,5270,128.1784256
418,6133,138.3324882
419,4879,123.9306004
420,6207,139.2741572
421,6875,146.3717849
422,5463,130.9643735
423,7236,150.429964
424,5104,126.4068098
425,5943,136.3800864
444,5698,133.4361583
445,4205,114.4543656
446,6542,144.267473
447,6328,141.3583591
448,5743,134.5195056
449,5326,130.2207659
450,4662,121.9966621
451,5964,137.1638147
452,4933,125.003672
453,5642,133.4399856
454,7313,151.6017657
455,6416,142.5335656
456,6290,141.4124755
457,3940,112.1203439
458,5490,131.6302887
459,6745,147.0057745
460,4831,123.4969179
461,5495,131.4621525
462,4177,115.0649959
463,5166,128.7618704
464,3602,107.780575
465,5730,134.5617589
466,5931,136.6195076
467,6278,141.0651834
468,5000,125.9189141
469,5553,132.2525025
470,5905,136.8870215
471,5783,134.9710615
472,6095,139.5753817
473,6525,144.4487392
474,6392,142.4027871
475,5521,132.3942597
476,3929,112.4289564
477,5844,135.8156503
478,4758,123.0018106
479,5085,126.6010653
480,6789,146.7290182
481,4890,123.9603486
482,4823,123.4962215
483,5457,131.8083893
484,4738,123.0033869
485,5825,136.0519648
486,6073,138.5717146
487,7281,152.0684401
488,5308,131.152746
489,5921,136.7764526
490,6275,141.0341403
491,5602,133.6566273
492,4770,123.4300431
493,5816,136.5709394
494,6177,142.0806537
495,5349,130.3923317
496,4028,113.3307374
497,5261,129.8095836
498,5657,133.9713999
499,5619,134.6662091
500,6679,146.5902286
501,6616,145.3227386
502,3780,110.526367
503,7419,153.7521765
504,2947,98.25357731
505,5753,135.5966905
506,4041,114.0357278
507,5479,132.37029
508,6353,142.8945698
509,4649,122.2751429
510,4753,122.9356199
511,6827,147.4684448
512,5870,137.2760562
513,5590,135.2488748
514,6137,140.5523231
515,5196,128.7727389
516,4728,123.1738361
517,4904,125.103985
518,5083,127.7561877
519,5930,137.8066123
520,6116,141.01624
521,4671,121.7418321
522,5586,134.3049082
523,5675,135.0512385
524,5902,137.5491499
525,5218,129.9608883
526,6160,140.931278
527,6810,147.8781231
528,6400,143.2335151
529,4006,113.6801266
530,7016,149.6529103
531,5252,130.3705312
532,5834,137.0238434
533,6229,142.307252
534,6473,144.3218769
535,6052,138.9560689
536,6505,144.2948729
537,5257,129.8935446
538,3530,106.3510544
539,4815,124.1809291
540,6205,140.6417264
541,5276,130.8674751
542,4299,117.165695
543,4894,124.9071951
544,6587,145.4608363
545,5526,133.405068
546,4596,122.2725979
547,4861,125.2146524
548,6524,145.5922267
549,6915,149.3654499
550,7049,151.1442467
551,5876,137.6265905
552,5730,135.7118085
553,4624,122.9447909
554,6260,141.8180575
555,6646,146.5263077
556,4958,126.2233144
557,6694,147.98873
558,5747,135.6910308
559,5999,138.9315425
560,5424,132.7722078
561,5568,134.3380701
562,6183,141.4283702
563,6752,147.9204962
564,7430,154.8081999
565,6369,143.2598624
566,4984,127.2100678
567,5079,129.1933976
568,4997,126.7786428
569,5465,132.7830023
570,6610,146.688151
571,6774,148.3140267
572,4663,122.5412052
573,6464,144.4549575
574,4621,123.5895532
575,6268,143.3564711
576,5432,132.6350048
577,4999,126.9098
578,4683,123.5491846
579,6586,146.5619763
580,5810,137.2690216
581,5854,137.8404414
582,5785,136.9679302
583,5841,138.3063357
584,5349,131.3511307
585,6417,143.8288398
586,3216,101.8976178
587,6422,144.0433192
588,4882,125.9750471
589,5463,133.0015346
590,4940,128.222132
591,5824,137.9834459
592,6010,140.9597139
593,4530,121.2224735
594,6505,145.8239382
595,5590,135.4439395
596,6263,142.5397271
597,7209,153.2751552
598,6965,150.8176601
599,5793,138.3582376
600,6375,144.7761203
601,6967,150.6745057
602,5445,133.4108294
603,5195,130.3107843
604,4764,125.4171939
605,5427,132.3312733
606,6043,140.5019426
607,5598,135.3101668
608,5645,135.2831452
609,6237,142.2896668
610,5037,128.398398
611,6890,150.4133559
612,4762,124.4988132
613,4712,123.9814467
614,5572,134.1251872
615,6870,149.9093668
616,5911,139.5166018
617,6213,143.3917544
618,6283,143.3975154
619,6769,148.9817592
620,5674,136.1776945
621,6553,146.1940538
622,5778,137.6146985
623,3956,113.6621332
624,4793,125.2034046
625,4509,121.7037869
626,6267,142.993113
627,6811,149.1532372
628,5564,134.6542506
629,6092,141.2794298
630,5827,137.7412634
631,5418,133.2098609
632,6842,150.2088431
633,6120,142.153141
634,5228,131.0208327
635,5105,129.2831441
636,6991,151.1082747
637,5662,136.0909334
638,4527,121.2142956
639,5295,131.5914638
640,5224,130.6615724
641,6174,141.8765832
642,6651,148.8001846
643,5719,136.9420618
644,4014,114.3858009
645,6632,147.9686936
646,6118,141.887909
647,5129,129.6534822
648,5332,133.1492108
649,5142,129.5267291
650,5944,140.3482897
651,6050,141.784129
652,5796,139.0011868
653,5901,140.1725518
654,6029,140.5847298
655,5748,137.3010596
656,5024,128.6433231
657,5787,138.3431721
658,5337,132.2542114
659,5781,138.0670189
660,6182,141.8933807
661,5033,128.6399099
662,6521,146.574303
663,5377,133.4603629
664,4561,123.0815457
665,5221,131.2466527
666,4538,121.5436383
667,4609,123.0695756
668,5470,134.0087331
669,4952,128.1998028
670,6735,149.8506973
671,6283,144.9782922
672,6633,147.2404436
673,5913,139.8619475
674,5409,133.9089329
675,5687,136.9139366
676,6699,148.728797
677,6325,144.6805526
678,4923,128.3101946
679,4725,125.3452089
680,6369,145.4524651
681,5211,131.3029285
682,6048,141.4124023
683,5747,137.0772994
684,7281,155.0947412
685,6524,147.1214824
686,5046,128.4748618
687,3691,110.4731409
688,6283,144.5044524
689,4963,127.6867974
690,5953,140.251073
691,5412,134.0387603
692,6548,147.332604
693,5266,131.9277623
694,4878,126.9979768
695,6876,151.7096468
696,5131,130.4197876
697,5998,140.6034698
698,6045,141.2110662
699,5180,130.4069561
700,5508,135.1232092
701,5322,132.7243696
702,6356,145.386684
703,6145,142.5085556
704,6922,151.2943962
705,7134,153.5372538
706,5362,132.8810475
707,6607,148.1463692
708,4453,121.5208823
709,5910,139.3679035
710,5694,137.3596557
711,4773,126.2597622
712,4592,123.7628681
713,5436,134.9214483
714,6334,144.4057837
715,5502,134.3459604
716,6649,148.9395447
717,5665,136.9591533
718,6884,150.5705095
719,6864,150.2448768
720,6390,145.9628315
721,6600,148.2095562
722,5912,140.0902155
723,4545,122.49336
724,5435,134.3954072
725,5718,137.8350281
726,5613,136.3640504
727,3978,113.9265552
728,6082,142.4986694
729,6431,145.2127189
730,6204,143.4375722
731,6258,143.9633857
732,6196,143.4520421
733,6062,141.8185606
734,5711,137.7941184
735,5491,134.9779767
736,6961,152.0089581
737,6104,142.195929
738,6594,147.4996663
739,5144,130.2594116
740,5461,134.6798523
741,4068,116.3011361
742,4240,118.8122223
743,5693,137.0906664
744,5118,129.7453913
745,5785,138.5877164
746,4649,125.8243003
747,7069,153.7592117
748,5932,140.9964784
749,5944,140.0541703
750,6681,148.7063542
751,6010,141.8396707
752,6103,142.2646686
753,5177,131.578653
754,5218,131.9355928
755,5277,131.9965069
756,6281,144.6403049
757,6715,149.4981525
758,5661,137.1375952
759,5807,139.0645243
760,5722,137.8635699
761,6167,143.0205134
762,4004,115.1524583
763,5716,137.6243939
764,6189,143.1151408
765,6500,147.0383532
766,5801,138.3083323
767,4609,123.48214
768,5324,132.981099
769,5678,137.5998315
770,6363,145.5946589
771,6889,152.4518589
772,6588,147.8759446
773,6747,149.9894096
774,5764,138.2119817
775,6272,144.6770469
776,4597,123.792836
777,5725,137.2384102
778,6512,147.5347404
779,5118,129.5687091
780,6459,146.1691698
781,4725,125.3883776
782,7150,154.0943129
783,5294,132.831416
784,5003,129.9489081
785,5330,133.9105234
786,5823,139.0002035
787,5317,133.5989483
788,6405,146.8097389
789,6115,143.280753
790,5474,135.4824947
791,6348,144.9343665
792,4648,124.8017948
793,5781,138.4409543
794,6383,145.7214813
795,6244,144.2029403
796,6018,141.4121039
797,4660,124.065816
798,6111,142.1924934
799,5818,139.5892481
800,4617,124.35713
801,5628,137.0817829
802,5221,133.1163692
803,5813,138.9378269
804,5499,136.2555042
805,7064,153.3912515
806,6017,142.0131574
807,6729,149.6949593
808,7416,157.490883
809,6995,152.7497374
810,5247,133.0192815
811,6080,142.7256657
812,5650,138.1059556
813,5493,136.1751504
814,6146,143.3209376
815,5414,136.0301335
816,6249,145.1751867
817,5370,133.6724106
818,3749,112.2648727
819,5102,130.6581338
820,5916,140.5111229
821,4409,120.9858536
822,5471,135.9671754
823,6085,142.7832709
824,4769,126.152962
825,6057,143.4559635
826,4073,117.7010491
827,7121,154.7080899
828,6111,143.114146
829,5710,138.052519
830,5948,141.7095603
831,6247,144.6254898
832,5350,133.8460068
833,6493,146.8954621
834,6866,151.5451469
835,6775,150.5848255
836,5695,137.9076321
837,6568,148.583394
838,6005,141.7075761
839,7184,155.2201987
840,5419,135.2993747
841,6165,143.7976172
842,6709,150.2048895
843,6731,149.7710561
844,6098,143.4248442
845,5295,133.5407968
846,6098,142.7980966
847,5870,140.2024654
848,5404,134.0592409
849,5283,132.4801829
850,6635,148.8320389
851,6758,150.1013796
852,6170,143.7916018
853,4888,128.0819141
854,6099,143.2594975
855,5548,136.2384902
856,5614,137.2503699
857,6221,143.976565
858,5133,131.624633
859,6175,143.9765138
860,6742,150.3545963
861,6484,147.3373436
862,6096,142.2178543
863,5004,129.0342114
864,5819,139.7391114
865,4964,129.2483853
866,6548,148.851395
867,5472,135.2830401
868,6511,148.3694121
869,6685,149.8811177
870,5093,130.2972514
871,5418,135.5814827
872,6700,149.7021917
873,6179,145.0802239
874,5618,137.7322185
875,5742,138.8555726
876,5373,133.6498597
877,5556,136.9561865
878,5363,134.5664853
879,5300,133.9950406
880,4963,128.3598062
881,5480,135.6859912
882,4622,124.991889
883,6546,147.9094032
884,6226,144.6160122
885,5586,137.2523185
886,5008,129.9753723
887,6674,149.118234
888,6911,153.0364245
889,5534,136.3191519
890,6495,148.2736079
891,5222,132.1066576
892,4755,126.520333
893,5713,138.4124116
894,6428,146.7386584
895,6725,150.3744182
896,5984,141.9769315
897,5340,134.6233027
898,4833,126.7700172
899,3472,107.948884
900,6290,144.9748891
901,5628,137.6379805
902,5701,139.2812203
903,4557,124.1108898
904,5338,134.2121091
905,6276,146.017851
906,4982,128.9863366
907,5942,141.8361135
908,6070,142.6631571
909,5530,135.7392197
910,6275,145.3151346
911,6690,149.8902197
912,5319,134.0663663
913,6331,145.912522
914,6225,144.4613228
915,5890,140.9529355
916,4340,120.6212454
917,5057,130.5481065
918,4742,126.0895295
919,5234,132.9583554
920,6810,151.5914448
921,6048,143.2265051
922,5502,136.8929854
923,7029,153.3085105
924,4959,129.853165
925,5631,137.5750064
926,6446,147.088629
927,7085,154.8275289
928,5007,129.9485145
929,6646,150.0766705
930,5189,132.5231387
931,6882,153.8510538
932,5220,132.7299994
933,5766,139.5818305
934,4602,125.2895507
935,5221,133.0886319
936,5128,131.6743419
937,6488,147.4371277
938,6855,151.5600705
939,6608,149.2287333
940,6362,146.5858431
941,3637,110.1258538
942,4022,116.0912838
943,5917,141.9188627
944,6461,148.4766843
945,6610,148.6656679
946,5340,134.5829135
947,5913,141.0059936
948,5567,138.6179207
949,5625,137.929735
950,5282,133.9499638
951,5268,133.020277
952,6304,146.026161
953,7277,156.1948013
954,6481,147.9485093
955,3674,112.0624666
956,4632,125.2674114
957,6978,153.6966432
958,5974,142.3737359
959,6145,144.1989207
960,7081,154.5809512
961,6321,145.6359305
962,5983,141.9237566
963,5125,131.2890568
964,4743,125.9653314
965,6184,144.0239885
966,4491,123.8331353
967,6340,146.6550861
968,5863,140.4059882
969,4946,129.5496154
970,5966,141.818006
971,6332,146.2356032
972,7329,157.9221765
973,6003,142.115952
974,6135,143.6960054
975,5196,132.0830638
976,5899,141.3123877
977,5506,136.5342102
978,5286,133.8954221
979,5859,141.0384441
980,5498,137.1954992
981,5065,131.620516
982,6859,152.6735265
983,3574,109.7468345
984,4872,128.8327603
985,5222,132.8417595
986,7085,154.9104622
987,5804,139.7445682
988,6002,143.69537
989,5626,138.9698941
990,5454,135.9573969
991,6356,146.2916882
992,6332,146.7354534
993,7377,158.4868689
994,5876,141.4421549
995,3556,110.7131802
996,5831,139.9189941
997,6336,146.7015282
998,6652,150.0995435
999,5693,139.4413721
1000,6910,153.0812985
1001,6470,148.2535425
1002,6967,153.2613441
1003,5298,134.2327292
1004,6110,144.3473277
1005,5088,130.8940176
1006,5603,137.6671099
1007,6495,148.0034412
1008,6415,147.7850208
1009,5491,136.0804777
1010,6986,154.2005575
1011,6344,146.9890161
1012,5044,131.2675478
1013,6388,147.2632184
1014,5963,143.0528309
1015,6702,151.2081476
1016,5506,136.2506368
1017,5963,142.5250567
1018,4931,128.8998541
1019,6253,145.6834415
1020,6573,149.4288348
1021,5476,137.118837
1022,5418,135.6641823
1023,5593,137.7897748
1024,5404,135.1822993
1025,6654,150.1159468
1026,5804,139.9934868
1027,7455,158.6103901
1028,5804,139.6519672
1029,4835,128.7393992
1030,6657,150.3327567
1031,4912,129.9773342
1032,5189,132.3837825
1033,5779,140.2285078
1034,4908,129.6705975
1035,5764,139.9147018
1036,5987,142.1199097
1037,4785,127.5334798
1038,6360,147.3738659
1039,6118,143.9769198
1040,5721,139.3836765
1041,6195,144.8486581
1042,6043,143.7987917
1043,2880,98.98653594
1044,4880,129.0214185
1045,5570,137.428967
1046,6377,147.400405
1047,4999,130.331904
1048,5068,131.0831661
1049,6586,148.6876504
1050,4551,124.9492391
1051,4098,118.2208641
1052,4897,128.9677049
1053,6083,144.6009453
1054,6311,146.3147711
1055,5678,139.2399546
1056,6573,149.6383726
1057,5138,131.8404185
1058,4973,130.571893
1059,5376,134.9369469
1060,7185,155.9076662
1061,5610,139.467236
1062,6068,144.5851517
1063,5722,139.6146508
1064,5756,141.0244303
1065,5908,142.0954824
1066,6198,145.4381543
1067,6159,145.410916
1068,6604,150.4624139
1069,5429,136.0520414
1070,4913,129.5439374
1071,5885,141.8046272
1072,6114,144.996349
1073,5640,138.0001173
1074,6740,151.4976874
1075,5967,142.5253742
1076,5696,139.4812535
1077,6288,146.1073503
1078,6179,145.7866206
1079,5536,137.6756499
1080,5777,140.4586341
1081,5656,138.7219078
1082,6058,143.067354
1083,6715,151.0993231
1084,6564,149.5558247
1085,5790,140.4340389
1086,5848,141.7400947
1087,6359,147.6770735
1088,5051,130.5082648
1089,6116,144.6688326
1090,6292,145.8736402
1091,5976,143.1730019
1092,5471,138.3469777
1093,6263,146.41791
1094,6638,151.7231779
1095,5119,131.8658425
1096,6975,154.9513016
1097,7145,155.8479446
1098,5222,133.5775666
1099,6468,148.2746137
1100,6589,150.5657753
1101,7094,155.4111404
1102,3654,111.4604311
1103,6527,148.9608712
1104,6396,147.5616522
1105,5606,138.7494137
1106,5342,134.5758215
1107,5385,135.4392135
1108,6790,152.2731761
1109,5994,143.0327949
1110,5773,140.8505573
1111,6120,145.4057548
1112,5954,142.4223619
1113,5449,136.377264
1114,6402,147.7011657
1115,5912,141.9312656
1116,5745,140.2610211
1117,6706,152.0953605
1118,6120,145.427948
1119,6096,144.1960877
1120,6074,143.4191265
1121,5523,136.90142
1122,5657,139.0546771
1123,5123,131.6297788
1124,5021,131.1656788
1125,5402,136.1710148
1126,5429,136.1543667
1127,5560,138.5680242
1128,6529,148.9217889
1129,6073,143.9636229
1130,4262,120.6630371
1131,6187,145.8409127
1132,6250,146.5363604
1133,6464,149.1515446
1134,6281,146.6306733
1135,6644,151.2001344
1136,6529,149.1499147
1137,5869,141.6778855
1138,5577,138.5662876
1139,4595,125.67594
1140,6327,147.0549994
1141,6212,146.7343959
1142,5829,141.106349
1143,5482,137.9533213
1144,6190,147.2722686
1145,4954,130.3487514
1146,5877,141.8581142
1147,6227,145.8954188
1148,6212,145.5097561
1149,6098,145.0298871
1150,5437,137.2826184
1151,7116,156.2944891
1152,5432,136.1525359
1153,4933,129.8813394
1154,4833,129.2187871
1155,5295,134.2660969
1156,7126,156.1462133
1157,7374,159.2116032
1158,5665,139.3108391
1159,6418,148.3009998
1160,6583,151.3539258
1161,5060,131.5107888
1162,5767,140.5851909
1163,6218,145.6828666
1164,6254,146.449673
1165,6475,148.9954167
1166,6720,152.0786101
1167,4946,130.6509858
1168,6208,145.8566302
1169,6207,145.7604886
1170,4182,119.3084344
1171,6199,146.0280296
1172,5106,133.9139788
1173,4896,130.321493
1174,5564,138.8380999
1175,6467,148.2050579
1176,5664,139.8501254
1177,5968,143.0864508
1178,4972,132.8001691
1179,4162,119.5204573
1180,6085,145.3165805
1181,6726,152.6856369
1182,6168,145.7090008
1183,6258,145.8641463
1184,6409,148.0638481
1185,4793,127.9455057
1186,5404,135.6958703
1187,5535,138.3056681
1188,6331,148.622366
1189,5584,138.2214367
1190,6379,148.3364295
1191,6230,146.1681384
1192,4765,128.2418566
1193,5480,136.7609343
1194,4824,129.0261015
1195,5389,135.4757285
1196,6063,143.8163815
1197,5844,141.8764671
1198,5805,141.5825094
1199,6532,150.3941135
1200,5778,140.3421374
1201,4875,129.0715603
1202,6207,145.7260453
1203,5794,141.1142992
1204,6455,148.7451506
1205,5294,135.4890572
1206,6224,145.6341639
1207,6375,147.9209361
1208,7269,157.7789367
1209,5756,140.2247161
1210,5528,137.792968
1211,4945,130.3677152
1212,5433,137.0532146
1213,6112,144.6919927
1214,6696,152.2191403
1215,6171,146.6104252
1216,5937,143.084708
1217,6111,144.0505017
1218,6632,150.8632995
1219,5795,141.4599539
1220,5844,141.1693356
1221,4767,129.1875109
1222,6716,152.126796
1223,5030,131.6774217
1224,5179,134.5596657
1225,4988,131.3859642
1226,6366,147.9561972
1227,6238,146.3200066
1228,6385,147.8102535
1229,5723,139.9820549
1230,5794,141.4836833
1231,5771,140.3517019
1232,6844,153.3443659
1233,7020,154.8389991
1234,6144,145.4493114
1235,5272,134.7848458
1236,6827,152.9722947
1237,5213,133.8386878
1238,6104,144.5829107
1239,6031,143.7848802
1240,6673,151.9413157
1241,5972,143.4010634
1242,5644,139.5806455
1243,6963,154.95154
1244,6170,146.2227079
1245,6507,149.4399186
1246,6536,150.2114501
1247,5847,142.3711585
1248,5676,139.6214674
1249,6331,148.3183232
1250,6483,149.8622341
1251,5528,138.1467129
1252,6041,143.7550693
1253,6134,144.8584513
1254,6141,145.5814644
1255,6643,151.2733318
1256,5563,138.5885908
1257,5161,132.5194173
1258,5291,135.5222044
1259,5778,141.0181597
1260,6308,147.8552384
1261,4595,125.8504368
1262,6678,151.7030995
1263,6385,147.6958453
1264,6307,147.0418968
1265,6097,144.2566341
1266,5906,142.6582351
1267,5273,134.6553339
1268,6136,145.9633706
1269,6489,149.3278042
1270,5741,140.6306732
1271,7014,155.5174105
1272,6634,150.7769034
1273,5841,141.9197275
1274,5650,139.3706611
1275,5950,142.5745249
1276,5351,135.9923332
1277,6692,151.6446409
1278,5780,140.9035395
1279,6249,147.2532368
1280,6946,154.8312862
1281,6299,147.9218911
1282,6356,147.6657676
1283,5328,135.5878836
1284,5437,136.5896423
1285,6179,146.2719338
1286,5652,139.8256497
1287,6116,145.1803082
1288,5841,142.6296682
1289,6345,148.597608
1290,5670,140.358204
1291,5079,132.3141932
1292,4558,125.5177746
1293,6097,144.7285145
1294,5611,138.8268161
1295,6484,149.7392754
1296,5512,138.0566369
1297,5421,136.6857703
1298,6438,149.1048074
1299,4042,118.3292003
1300,6723,151.5586512
1301,5919,142.5876702
1302,6627,151.0469626
1303,5352,136.1109403
1304,4938,130.6797038
1305,5949,143.3331782
1306,6738,153.2444787
1307,5642,139.8942475
1308,5948,143.3595707
1309,6146,145.976782
1310,5449,136.6293177
1311,5312,134.9065883
1312,5682,139.9068418
1313,3822,114.0832571
1314,5715,140.4782623
1315,5695,140.6382149
1316,6780,153.0873382
1317,5484,137.8973217
1318,4760,128.0676355
1319,5875,142.5644963
1320,6268,147.2471981
1321,5489,138.2500754
1322,5520,138.4038395
1323,6610,150.7435973
1324,7308,158.6327839
1325,5299,136.0382414
1326,6444,148.9583941
1327,6895,154.2701386
1328,5750,141.1737607
1329,5457,137.6405324
1330,5979,144.1478007
1331,6279,147.1750864
1332,4599,127.6664619
